roc_auc,pr_auc,weighted_log_loss,model,fold
0.9377622490834782,0.5736259540457063,0.319905312043367,ft_transformer,1
0.9357473355803715,0.5449369953089556,0.34714594287224626,ft_transformer,2
0.9397633907153791,0.5795327148390046,0.30451207366132943,ft_transformer,3
0.9321333014999337,0.5429953458619474,0.39157080857832305,ft_transformer,4
0.9379093217493448,0.5746686046861865,0.33357013069803315,ft_transformer,5
